newsid	title	itemid
N58933	Texas officer shot during traffic stop, 2 suspects held	3668
N26250	Family of missing teen desperate for answers: 'She would never not contact somebody'	1198
N52536	A couple's attempt to re-create a picture-perfect engagement photo with a bottle of Champagne totally backfired, but the result is going viral	3200
N3843	Federer brushes aside De Minaur to claim record 10th Basel title	2149
N16715	Mitch McConnell snubbed by Elijah Cummings' pallbearer in handshake line at U.S. Capitol ceremony	515
N28548	Segment of Keystone pipeline ordered to remain shut after leak	1365
N7170	Wheeling to a Touchdown: The plays two Grapevine-Colleyville 8th graders will never forget	4216
N63767	50 fall flowers that bloom in October	4047
N32284	Is It Really Faster to Fly East Than West?	1671
N30967	Man left his wife nothing, and her stepchildren told her to scram	1561
N59223	New Carlisle City Council election results are in	3684
N23535	50 Things Popular Restaurant Chains Don't Want You to Know	1021
N35409	Missing-server conspiracy theories are a convenient smokescreen	1901
N28444	Gigi Hadid slams 'unrealistic expectations' after fans complained about her street style 'not being sexy enough'	1360
N13689	Trailer - Star Wars: The Rise of Skywalker	270
N6655	Football Four: As Ohio State rolls and Oklahoma falls, Alabama and LSU ready for showdown	4169
N4440	Man accused of killing woman, recording it on SD card charged in 2nd Alaska murder	2585
N9012	Photos of the Week: Angry Boy, Big Bird, Great Wall	4343
N477	Potential trade targets for all 32 NFL teams at the 2019 deadline, from A.J. Green to Trent Williams	2834
N23732	Humana will lay off more than 800 employees in Kentucky and several states	1037
N47993	One family built Forever 21 and fueled its collapse	2855
N51473	Couple donates hundreds of acres for new nature preserve	3106
N20109	Lady Gaga Says 'Fame Is Prison' -- And Has Fans Speculating If New Music Is on the Way	779
N42781	Trump Tax Return Case Confronts Supreme Court With a Momentous Choice	2469
N58941	2021 Mercedes S-Class Drops Some Camo In New Spy Video	3669
N28139	The week in history: Oct. 28-Nov. 3	1339
N19473	The 'Whimpering' Terrorist Only Trump Seems to Have Heard	713
N58841	Charles Barkley savagely tells Klay Thompson the Warriors won't make the playoffs	3662
N46039	Hard Rock Hotel New Orleans collapse: Former site engineer weighs in	2683
N62714	The 50 Best One-Hit Wonders of All Time	3955
N22101	Kylie Jenner and Drake Have Been Spending Time Together 'Romantically' After Her Split: Sources	907
N5310	Reduce Stomach Bloating: 9 Daily Habits That Flatten Your Belly	3246
N48998	College football Week 9: Picks and preview	2931
N4408	Patrick Mahomes already back at practice for Chiefs	2564
N28053	Melania Trump receives warm welcome on first solo Capitol Hill visit amid Syria, impeachment drama	1330
N21178	Space satellite crashes in front yard of Michigan home	843
N37663	Woman accused of embezzling from Camp Fire victim surrenders	2088
N12128	NBC staffers harbor doubts about network's leadership over handling of Weinstein, Lauer cases	145
N50710	Air Force airman missing after fall into Gulf of Mexico from C-130 aircraft	3052
N61315	Popeyes will hire more staff to deal with return of hit sandwich	3855
N59984	Inside Joe Giudice's 50-Pound Prison Weight Loss Journey	3740
N35912	The Browns on 3rd and 4th down: How they're tipping off opponents and why OBJ isn't getting the ball more -- Film Review	1942
N10120	Salmonella linked to ground beef	12
N13552	Trump congratulates Mississippi's Reeves on election night win	262
N10470	'The Little Mermaid Live!': TV Review	32
N50575	Should You Get the 2020 Ford Explorer? Pros and Cons on This Family SUV	3043
N38367	This Is What's New at Trader Joe's for Fall	2145
N26376	Stocks close higher on optimism over China trade deal	1209
N63229	Navy lieutenant and wife charged with defrauding the United States	3999
N33548	6-year-old can't contain tears of joy after meeting baby sister	1774
N32312	Kylie Jenner and her bestie get surgery together, plus more news	1675
N3188	Why Hilarie Burton Finally Married Jeffrey Dean Morgan: 'We Wanted to Be a Concrete Truth'	1635
N35022	Bed, Bath and Beyond Pulls 'Blackface Pumpkins From the Shelves	1869
N52677	LeBron James tweets to try clarifying his comments about Daryl Morey	3211
N41724	Trump turns his campaign focus to Louisiana governor's race	2391
N8952	Chance the Rapper on 'SNL': 3 Sketches You Have to See	4338
N39374	World's largest treehouse burns to the ground	2226
N17266	Takeaways From Champions Classic: Tyrese Maxey's Breakout, Kansas' Turnovers and More	554
N37398	Hundreds mourn slain girl at funeral in Alabama's major city	2072
N15848	Spookiest spots in New Orleans, according to ghost tour guides	456
N29464	Franklin's Jeff Berry, Christian music manager, charged in TX sex case	1437
N42526	'Go back to work': Outcry over deaths on Amazon's warehouse floor	2449
N35127	Bill Polian: 'I was wrong' for saying Lamar Jackson should be a wide receiver in NFL	1877
N46846	Pregnant U.S. women's soccer star Alex Morgan still plans to play in 2020 Summer Olympics	2752
N14863	Why would the Fed cut rates again with stocks near records?	377
N45909	Watch This Gross 300,000-Mile Chevy Work Truck Get a Much-Needed Detail	2673
N29807	White House Freezes Military Aid to Lebanon, Against Wishes of Congress, State Dept. and Pentagon	1465
N1431	Four charged with repeatedly escaping prison, returning with booze and phones	332
N19748	Missing NH Couple Confirmed Dead In Texas, Police Look For Killer	744
N59972	Chrissy Teigen Shares a Look at Her Epic 'Maleficent' Halloween Costume While Recovering From Wild Night	3739
N41579	Watch This Gorilla Have The Best Time With Leaves	2384
N10605	6 NFL teams on upset alert in Week 9	40
N56753	Fox News contributor: 'Most likely' outcome is Trump doesn't run in 2020	3525
N33837	Student allegedly used Instagram for murder plot, tells police he was 'joking around'	1784
N63582	Trump administration to pay $846G to California over failed bid to add citizenship question to census	4028
N12157	Hong Kong protesters trash Xinhua agency office in night of violence	151
N13057	Queen Elizabeth and Michelle Obama Shared 'Instant, Mutual Warmth' When They Broke Royal Protocol	218
N3705	Can't-Miss Play: Lions' flea-flicker results in massive 41-yard TD	2035
N869	Nick Jonas Says Living With Type 1 Diabetes Can Be 'Lonely & Isolating'	4322
N53422	Smugglers are sawing through new sections of Trump's border wall	3282
N27714	EarthRoamer XV-HD Super Camper Can Be Yours for $1.7 Million	1303
N32799	Katharine McPhee Shares New Wedding Photo in 70th Birthday Tribute to Husband David Foster	1716
N46744	SCOTUS copyright case has pirate Blackbeard laughing from grave	2744
N51598	'Terminator: Dark Fate' Opens Well Below Box Office Expectations	3115
N44457	"Baby elephants take part in adorable ""play fight"""	2592
N40199	Matthew McConaughey Visits L.A. Firefighters Who Battled Wildfires	2284
N39438	Couple allegedly ran shoplifting ring, sold stolen items online for $2.7M	2233
N50475	Rob Kardashian shows off incredible weight loss in new pic	3034
N27526	1 dead, 8 others hospitalized in Salmonella outbreak likely tied to ground beef	1294
N5917	Vicki Gunvalson suing fellow 'Housewives' star Kelly Dodd	3678
N17099	Missing New Hampshire couple's bodies found buried on a Texas beach	539
N16344	Stars   They're Just Like Us!	486
N64172	How Much You Can Change Your Abs in 2 Weeks	4075
N6916	THEN AND NOW: What all your favorite '90s stars are doing today	4195
N60585	12 Things Sex Therapists Wish You Knew	3787
N34167	I Took the 30-Day Squat Challenge and Here's What Happened	1811
N1902	5 Changes I Made in My Life to Lose Face Fat and Get Healthy	687
N33740	24 Ways to Shrink Your Belly in 24 Hours	1780
N21538	90 Best Christmas Dinner Ideas, From Mains to Sides and Even Cocktails	873
N42415	Ever wake up to a numb, dead arm? Here's what's happening.	2441
N19511	110 Awesome but Affordable Gifts For Men	717
N15224	40 Nutrition Experts Told Us The Foods You Should Be Eating Every Day	405
N18693	Why You Should Always Close the Door Before You Go to Bed	656
N3159	Discounted Gift Cards and Other Easy Ways to Cut the Cost of Holiday Shopping	1612
N50023	The #1 Worst Menu Option at 76 Popular Restaurants	3004
N57675	32 Thanksgiving Quotes That Bring on All the Feels	3589
N6484	Which Royal Wore It Best?	4130
N53883	This Mom Had a Hilarious Response to a Man Who Told Her to 'Cover Up' While Breastfeeding in Public	3317
N42981	Olive Garden Actually Has A Ton Of Keto-Friendly Options That Aren't Sauce On A Plate	2482
N45146	Flight attendants reveal the wildest things they've seen at work	2626
N10960	65 Best Fall Soups That Will Warm You and Your Family Up All Season Long	63
N1936	Why Everyone in the Royal Family Is Wearing a Red Poppy Pin This Week	705
N398	53 Top Stocking Stuffers That Will Fly Off Shelves This Year - All Under $25	2266
N5106	Everything We Think We Know About the 2020 Ford Bronco	3074
N59731	The 15 Best Hotel Room Views of New York City	3722
N6342	Jess Lost 75 Pounds Without Counting Calories and Did This 1 Inspiring Thing Before Every Meal	4018
N35106	50 Ways Thanksgiving Foods Have Changed in the Last 50 Years	1875
N33831	From Idris Elba to Richard Gere: All the Sexiest Man Alive Covers	1783
N52094	You've Never Eaten Latkes Like This Before	3157
N24865	Exactly Why You Keep Waking up in the Middle of the Night, According to Doctors	1115
N65168	Take a Look at the History of the Macy's Thanksgiving Day Parade in Photos	4153
N37352	The Hottest Tech Gifts This Holiday Season	2065
N18870	Here Are the Biggest Deals We're Anticipating for Black Friday	670
N2748	Easy Christmas Cocktails to Impress Your Guests	1291
N47362	The 40+ Most Over-the-Top Christmas Tree Ideas Ever	2798
N57754	Unexpected Signs of an Unhealthy Heart	3593
N44453	56 Easy Christmas Tree Decorating Ideas That'll Upgrade Your Holiday	2591
N12267	25 Go-To Gift Ideas $25 and Under for Everyone on Your List	160
N6107	61 Celeb Couples Who Pulled Off the Best Halloween Costumes	3831
N17252	18 Ingredients Nutritionists Say Should Be Banned From Your Kitchen	553
N20036	30 Best Black Friday Deals from Costco	771
N61519	How the Waltons, America's wealthiest family and heirs to the Walmart empire, live their lives	3865
N18642	Costco workers reveal 33 things they'd love to tell shoppers, but can't	652
N60799	The Most Stunning Evening Gowns in Miss America History	3811
N61817	Where to Order Thanksgiving Takeout in Detroit	3886
N7535	America's Largest Home Also Has the Most Amazing Christmas Decorations	4241
N59870	23 Cars With the Coolest Retro Designs	3733
N21460	50 Unique Holiday Gift Ideas for Him Under $50	867
N1105	Types of cancer on the rise	75
N12306	51 Times Stars Dressed Up as Other Stars for Halloween   and Nailed It	163
N12609	Cars We Never Expected These Companies to Build	188
N40545	12 things that could save us money if we weren't lazy	2311
N14666	50 Best Christmas Towns to Visit for the Holidays	364
N52154	50 Unique Holiday Gift Ideas for Her Under $50	3164
N19643	30 Stuffing Recipes That'll Complete Your Thanksgiving Feast	729
N3303	The Tastiest Grocery Store Turkeys Ranked!	1739
N4815	The Best Thanksgiving Brunch Recipes to Start Turkey Day off on a Delicious Note	2863
N36397	Creative Recipes That Let You Step Outside the Thanksgiving Box	1981
N26940	This is Exactly How Long You Should Keep Thanksgiving Leftovers	1250
N27441	These Christmas Window Decorations Are Full of Holiday Cheer	1289
N27150	The Best Islands in the World: 2019 Readers' Choice Awards	1265
N12314	Check your shelves! These ceramic Christmas trees could be worth a lot of money	165
N22353	30 Ways to Get Creative With Christmas Garland This Year	929
N34964	This Healthy Green Bean Casserole Tastes As Good As The Real Thing	1863
N8400	These are the new cars that depreciate least	4298
N35847	Comics - 'Bliss' by Harry Bliss	1938
N49944	'I Lost 125 Pounds By Making One Tiny Change Every Week'	2994
N31802	Stars turning 50 in 2019	1630
N1066	Celebrity weddings of 2019	45
N61696	Stars who have LGBTQ kids	3876
N37533	50 Weird but Wonderful Facts That Will Leave You Totally Amazed	2078
N52714	Ready to Try CrossFit? Give This Beginner's WOD a Try.	3216
N36676	Fit mother-of-four shares the simple approach that helped her lose 30kg WITHOUT dieting - and her tricks for staying on track while eating out	2002
N64482	How I Got Lung Cancer at 31 Without Ever Smoking a Single Cigarette	4103
N41172	Welcome to the World! All of the Celebrity Babies Who've Made Their Debuts in 2019	2357
N28248	6 Healthy Lunch Recipes to Help You Avoid Sad Desk Lunch in 2019	1347
N51798	The Amazing Reason Why Different Shaped Pastas Taste Differently	3134
N43019	18 things flight attendants wish you would stop doing	2489
N32394	New Ways to Save Money on Insurance of Every Kind	1677
